"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
31,39364,0.06,0.03,"Yes","PhD or equivalent","Male","Yes","Married",58,0,0,32,"Others",263,87,174,"No","No",0.45,2036,1018,"1"
52,119667,0.01,0,"Yes","High School or below","Male","Yes","Married",86,3,7,77,"Others",68,119,200,"No","No",0.49,3520,704,"1"
61,214794,0.03,0.03,"Yes","High School or below","Female","Yes","Single",5,3,6,53,"Non-technology Related Job",369,9,111,"No","No",0.23,4619,659,"1"
73,226753,0.06,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",77,0,0,44,"Others",302,307,49,"No","No",0.1,1179,589,"0"
76,140629,0.06,0,"Yes","High School or below","Male","Yes","Married",88,2,3,42,"Non-technology Related Job",16,497,160,"No","No",0.14,2406,802,"0"
74,58030,0.04,0.01,"Yes","Master or equivalent","Male","Yes","Single",77,2,6,39,"Others",433,227,221,"No","No",0.38,4500,750,"1"
16,237804,0.01,0,"Yes","Bachelor or equivalent","Male","Yes","Single",80,0,4,38,"Non-technology Related Job",30,99,63,"No","No",0.59,5282,880,"0"
39,182195,0.02,0.02,"Yes","High School or below","Female","Yes","Single",95,1,3,40,"Technology Related Job",208,129,74,"No","No",0.84,4175,1043,"1"
64,103670,0.06,0.02,"Yes","Master or equivalent","Female","No","Single",119,2,4,34,"Technology Related Job",80,226,102,"No","No",0.99,3984,442,"0"
60,181684,0.06,0.01,"Yes","High School or below","Male","Yes","Married",56,0,2,86,"Non-technology Related Job",356,75,114,"No","No",0.41,3732,933,"0"
39,189343,0,0.03,"Yes","Bachelor or equivalent","Female","No","Married",79,1,5,69,"Others",388,311,103,"No","No",0.3,1073,536,"1"
30,167846,0.04,0.01,"Yes","PhD or equivalent","Female","Yes","Married",42,1,3,35,"Technology Related Job",181,215,173,"No","No",0.11,3793,541,"1"
63,12733,0.01,0.02,"Yes","PhD or equivalent","Male","No","Married",9,0,3,93,"Non-technology Related Job",82,78,223,"No","No",0.73,1130,282,"1"
18,29416,0.03,0.03,"Yes","Master or equivalent","Male","Yes","Single",98,2,0,33,"Technology Related Job",159,390,1,"No","No",0.82,2159,719,"1"
29,67380,0.01,0.03,"Yes","High School or below","Female","Yes","Married",80,2,4,49,"Others",33,490,195,"No","No",0.3,1020,510,"1"
24,242569,0.06,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",42,0,7,75,"Others",281,163,190,"No","No",0.06,2877,959,"1"
27,183972,0.06,0.02,"Yes","High School or below","Female","Yes","Married",114,2,7,1,"Non-technology Related Job",427,36,47,"No","No",0.14,6144,768,"0"
21,205164,0.05,0,"Yes","Master or equivalent","Male","No","Single",23,0,5,88,"Non-technology Related Job",156,499,62,"No","No",0.45,4973,710,"0"
30,239822,0,0.02,"Yes","High School or below","Male","Yes","Single",117,0,0,73,"Non-technology Related Job",66,477,58,"No","No",0.81,1089,544,"1"
55,64604,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",94,1,4,22,"Non-technology Related Job",82,31,67,"Yes","No",0.65,1388,462,"0"
57,193304,0.01,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",47,2,2,39,"Others",327,412,242,"No","No",0.92,2932,733,"0"
22,170359,0.06,0,"Yes","Master or equivalent","Male","Yes","Married",81,0,0,29,"Technology Related Job",327,483,182,"No","No",0.52,2448,612,"0"
29,192975,0.03,0.03,"Yes","Master or equivalent","Female","Yes","Single",77,3,5,53,"Others",401,339,150,"No","No",0.82,2813,468,"0"
45,53124,0.05,0.03,"Yes","High School or below","Male","Yes","Married",112,3,7,22,"Technology Related Job",363,232,13,"No","No",0.82,2259,753,"1"
33,55831,0.01,0,"Yes","Master or equivalent","Male","Yes","Married",4,0,3,14,"Others",430,91,188,"No","No",0.73,2857,714,"0"
38,112643,0.03,0.03,"Yes","High School or below","Male","Yes","Single",74,2,1,5,"Non-technology Related Job",400,312,47,"No","No",0.48,4932,704,"1"
46,212705,0.02,0.02,"Yes","PhD or equivalent","Female","Yes","Married",53,3,4,0,"Others",465,193,244,"No","No",0.07,2589,1294,"0"
61,22604,0.02,0.02,"Yes","Master or equivalent","Female","Yes","Married",9,2,4,32,"Technology Related Job",112,60,44,"Yes","Yes",0.43,4971,1242,"0"
30,243654,0.04,0,"Yes","Bachelor or equivalent","Female","Yes","Married",15,3,0,97,"Others",206,372,3,"No","No",0.79,3202,800,"0"
14,39253,0.03,0,"Yes","Bachelor or equivalent","Female","Yes","Single",24,3,3,82,"Others",205,44,177,"No","No",0.05,4690,781,"0"
39,209407,0.02,0,"Yes","High School or below","Male","Yes","Single",36,2,5,67,"Others",125,293,188,"No","No",0.73,3017,502,"1"
44,51786,0,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",63,1,1,19,"Technology Related Job",169,219,48,"No","No",0.11,4533,503,"0"
40,237956,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",26,2,6,99,"Others",237,468,16,"No","No",0.33,4638,773,"0"
17,180141,0.04,0.01,"Yes","High School or below","Male","Yes","Married",10,2,3,55,"Technology Related Job",246,363,183,"No","No",0.05,3923,435,"0"
28,28725,0.06,0.01,"Yes","High School or below","Male","Yes","Single",84,3,1,71,"Non-technology Related Job",323,416,172,"No","No",0.15,4740,592,"0"
59,170241,0.03,0.02,"Yes","High School or below","Female","Yes","Married",2,2,1,36,"Non-technology Related Job",63,164,205,"No","No",0.15,3879,775,"1"
74,184501,0.03,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",69,3,7,50,"Non-technology Related Job",21,254,205,"No","Yes",0.81,3243,648,"1"
16,64504,0.06,0,"Yes","PhD or equivalent","Male","No","Married",84,3,0,2,"Others",18,98,119,"No","No",0.41,3888,777,"1"
60,30197,0.07,0.03,"Yes","Master or equivalent","Female","Yes","Married",9,0,5,63,"Others",23,412,61,"No","No",0.46,4257,709,"0"
28,181103,0.03,0.03,"Yes","High School or below","Female","Yes","Single",44,3,4,97,"Others",118,421,201,"No","No",0.23,7696,855,"0"
26,41553,0.06,0.03,"Yes","High School or below","Male","Yes","Single",106,0,2,27,"Technology Related Job",271,114,159,"No","No",0.94,1890,472,"0"
36,102021,0.04,0.01,"Yes","PhD or equivalent","Female","Yes","Single",17,1,1,40,"Others",202,304,243,"No","No",0.42,1113,278,"0"
28,46723,0.07,0.01,"Yes","High School or below","Female","Yes","Single",52,1,0,55,"Technology Related Job",105,22,68,"No","No",0.63,4263,710,"0"
17,57356,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",100,3,6,72,"Technology Related Job",338,416,90,"No","No",0.95,5062,723,"1"
60,139415,0.02,0,"Yes","High School or below","Female","Yes","Single",12,3,1,97,"Others",333,359,72,"No","No",0.88,4755,792,"1"
12,232545,0.05,0.03,"Yes","High School or below","Female","Yes","Married",62,2,1,98,"Others",87,89,85,"No","No",0.72,2214,1107,"1"
34,247722,0.05,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",38,3,2,30,"Others",415,184,70,"No","No",0.62,3121,780,"1"
21,80612,0.05,0,"Yes","High School or below","Female","No","Married",86,0,1,96,"Non-technology Related Job",64,33,214,"No","No",0.31,1305,435,"1"
42,216231,0.07,0.02,"Yes","Master or equivalent","Female","Yes","Married",30,1,4,99,"Technology Related Job",167,233,193,"No","No",0.27,5406,772,"0"
36,169936,0,0.03,"Yes","Master or equivalent","Female","Yes","Single",28,3,1,65,"Non-technology Related Job",44,253,121,"No","No",0.17,3937,984,"1"
41,207875,0.04,0.02,"Yes","Master or equivalent","Male","Yes","Single",14,3,1,66,"Technology Related Job",11,190,56,"No","No",0.53,2050,512,"0"
16,33905,0.01,0.03,"Yes","High School or below","Female","Yes","Single",22,1,5,51,"Others",192,210,49,"No","No",0.1,3456,691,"0"
20,160182,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",41,1,7,64,"Others",360,147,116,"No","No",0.03,4964,827,"1"
38,131087,0.03,0,"Yes","High School or below","Male","Yes","Single",58,3,7,90,"Technology Related Job",413,89,181,"No","Yes",0.53,2076,519,"1"
43,105318,0.03,0.03,"Yes","Bachelor or equivalent","Male","No","Single",34,2,0,73,"Others",41,204,49,"No","No",0.76,4695,670,"0"
33,161362,0.01,0.03,"Yes","Bachelor or equivalent","Female","No","Single",43,0,3,20,"Non-technology Related Job",60,458,58,"No","No",0.82,4048,674,"0"
72,119585,0.03,0,"Yes","High School or below","Female","Yes","Single",27,3,7,30,"Technology Related Job",206,71,30,"No","No",0.39,3517,879,"0"
72,57942,0,0.02,"Yes","High School or below","Male","Yes","Married",5,1,1,27,"Technology Related Job",323,126,152,"No","No",0.2,3930,786,"0"
24,182992,0.05,0.03,"Yes","High School or below","Male","Yes","Married",10,1,3,87,"Technology Related Job",354,92,1,"Yes","No",0.82,5273,659,"1"
45,228919,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",76,1,5,79,"Others",321,116,187,"No","No",0.28,2365,788,"0"
27,59269,0.02,0.02,"Yes","High School or below","Male","Yes","Single",29,1,5,0,"Others",22,29,68,"No","Yes",0.75,5180,740,"1"
28,7357,0.01,0.02,"Yes","PhD or equivalent","Female","Yes","Single",32,0,0,60,"Non-technology Related Job",375,249,18,"No","No",0.48,1376,458,"0"
59,141838,0.07,0.03,"Yes","High School or below","Male","No","Single",66,3,5,0,"Non-technology Related Job",411,303,180,"No","No",0.22,10411,946,"0"
18,119890,0,0,"Yes","High School or below","Female","Yes","Married",34,2,3,78,"Others",184,204,194,"No","No",0.28,4014,573,"0"
56,72068,0.04,0.01,"Yes","Master or equivalent","Female","Yes","Single",76,0,0,53,"Non-technology Related Job",275,232,228,"No","No",0.25,8872,985,"1"
55,148305,0.02,0.01,"Yes","Master or equivalent","Male","No","Married",28,3,5,21,"Technology Related Job",290,396,97,"No","No",0.27,3419,683,"0"
47,82473,0.02,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",77,3,2,83,"Non-technology Related Job",105,209,187,"No","No",0.6,3760,940,"0"
35,223914,0.02,0,"Yes","Master or equivalent","Male","No","Married",14,3,7,20,"Technology Related Job",147,409,110,"Yes","No",0.38,4098,683,"1"
79,102373,0.02,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",70,1,6,63,"Others",76,319,13,"No","No",0.73,6007,1001,"0"
77,171690,0.04,0,"Yes","High School or below","Female","Yes","Married",84,3,5,89,"Non-technology Related Job",315,219,166,"No","No",0.25,3077,615,"1"
70,160499,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",106,2,2,20,"Others",292,111,159,"No","No",0.98,4725,675,"0"
18,175504,0.05,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",32,2,2,41,"Others",254,228,82,"No","No",0.1,1503,501,"1"
31,99632,0.03,0.03,"Yes","High School or below","Male","Yes","Single",70,1,0,4,"Technology Related Job",67,410,111,"No","No",0.45,2159,539,"0"
35,184977,0.02,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",94,3,0,32,"Technology Related Job",407,143,101,"No","No",0.57,814,814,"0"
63,196585,0,0.01,"Yes","Master or equivalent","Female","Yes","Single",27,3,2,77,"Others",425,148,100,"No","No",0.02,2272,757,"0"
13,205481,0.05,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",55,1,3,66,"Others",128,241,25,"No","No",0.49,3146,786,"0"
37,19956,0.04,0.01,"Yes","Master or equivalent","Female","Yes","Single",94,0,0,50,"Others",460,307,111,"No","No",0.41,5164,1032,"1"
66,243073,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",2,2,2,8,"Technology Related Job",469,218,90,"No","No",0.62,6218,888,"0"
15,183885,0.05,0.01,"Yes","High School or below","Female","Yes","Single",76,0,6,67,"Others",276,156,58,"No","No",0.86,3180,636,"1"
48,227980,0.01,0.03,"Yes","High School or below","Female","No","Single",5,0,5,75,"Non-technology Related Job",397,499,97,"No","No",0.31,6550,818,"0"
50,179026,0.06,0.01,"Yes","High School or below","Female","Yes","Single",29,2,1,52,"Non-technology Related Job",168,436,213,"No","No",0.13,4150,830,"1"
71,96862,0,0.01,"Yes","High School or below","Male","Yes","Single",9,1,1,20,"Technology Related Job",322,228,213,"No","No",0.78,3879,775,"1"
33,61229,0.05,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",117,0,5,29,"Others",168,416,160,"No","No",0.39,3194,638,"1"
63,118711,0,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",65,2,3,0,"Others",444,116,82,"No","Yes",0.39,3641,520,"0"
30,208979,0.06,0.01,"Yes","High School or below","Female","Yes","Married",90,3,1,39,"Others",95,8,228,"Yes","No",0.3,1213,1213,"1"
72,20755,0.03,0.02,"No","Master or equivalent","Male","Yes","Single",75,1,1,52,"Technology Related Job",24,215,200,"No","No",0.19,4835,690,"0"
56,176854,0.07,0,"Yes","High School or below","Female","Yes","Single",18,3,6,52,"Others",401,72,176,"No","No",0.87,329,329,"1"
60,198790,0.01,0,"Yes","Master or equivalent","Male","Yes","Single",112,2,2,67,"Technology Related Job",175,340,33,"No","No",0.75,3839,767,"0"
33,49057,0.06,0,"Yes","Bachelor or equivalent","Female","Yes","Single",2,2,2,68,"Others",113,142,26,"No","No",0.89,6218,690,"0"
63,10967,0.06,0.01,"Yes","High School or below","Female","Yes","Single",101,3,5,84,"Non-technology Related Job",399,58,218,"No","No",0.69,1486,743,"0"
61,134034,0.07,0,"Yes","Master or equivalent","Female","Yes","Married",56,3,6,77,"Others",337,197,48,"No","No",0.46,1923,641,"0"
26,116932,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",99,0,6,83,"Others",306,265,198,"No","Yes",0.29,1643,547,"0"
57,182324,0.06,0.03,"Yes","High School or below","Male","Yes","Single",46,3,7,85,"Technology Related Job",7,336,19,"No","No",0.47,5409,901,"0"
35,230931,0,0,"Yes","High School or below","Female","No","Married",101,3,4,49,"Technology Related Job",109,439,33,"No","Yes",0.42,3817,636,"0"
37,164555,0.04,0.03,"Yes","Bachelor or equivalent","Female","No","Single",71,0,6,45,"Others",47,92,97,"No","Yes",0.75,5330,761,"1"
12,182775,0.03,0.01,"Yes","Bachelor or equivalent","Male","No","Married",74,3,4,51,"Others",486,61,156,"No","No",0.11,7572,946,"0"
53,89532,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",77,0,2,22,"Others",216,66,66,"No","No",0.99,204,204,"0"
39,159490,0.07,0.02,"Yes","High School or below","Female","No","Married",114,3,4,25,"Technology Related Job",65,450,206,"No","No",0.47,570,190,"1"
33,216531,0.07,0,"Yes","High School or below","Male","No","Single",25,2,3,82,"Non-technology Related Job",398,311,208,"No","Yes",0.08,4224,844,"1"
17,77121,0.04,0,"Yes","Master or equivalent","Female","Yes","Single",96,2,4,65,"Others",304,43,240,"No","No",0.47,3261,652,"1"
59,169496,0.06,0.02,"Yes","Master or equivalent","Male","No","Single",24,2,7,29,"Technology Related Job",59,137,32,"No","No",0.68,3495,582,"0"
55,7223,0.07,0.03,"Yes","High School or below","Female","Yes","Single",69,0,7,50,"Others",328,487,174,"No","Yes",0.78,3041,506,"0"
76,5820,0.05,0.01,"Yes","Master or equivalent","Male","No","Married",118,2,7,94,"Technology Related Job",13,91,237,"No","No",0.21,2261,753,"0"
57,189471,0.05,0,"Yes","High School or below","Male","Yes","Married",30,3,2,15,"Others",187,17,48,"No","No",0.93,2929,585,"0"
34,76487,0.03,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",32,0,7,9,"Non-technology Related Job",358,59,65,"No","No",0.39,3370,1123,"1"
32,107596,0.01,0,"Yes","High School or below","Female","No","Married",67,1,3,58,"Others",118,56,184,"No","No",0.33,6044,863,"0"
13,205780,0.03,0.01,"Yes","High School or below","Female","Yes","Single",17,3,5,71,"Technology Related Job",401,97,209,"No","No",0.39,3428,1142,"1"
31,26465,0.04,0.02,"Yes","Master or equivalent","Male","Yes","Married",1,3,1,59,"Non-technology Related Job",447,450,66,"No","No",0.71,490,245,"0"
33,157101,0.06,0,"Yes","Master or equivalent","Male","Yes","Married",47,3,3,89,"Non-technology Related Job",430,55,74,"No","No",0.5,2174,543,"1"
75,73588,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",74,0,3,24,"Others",395,226,61,"No","No",0.29,5047,721,"0"
46,10855,0.02,0.02,"Yes","Master or equivalent","Female","Yes","Married",67,2,7,33,"Non-technology Related Job",341,16,221,"No","No",0.3,4690,670,"0"
57,149213,0,0.01,"Yes","High School or below","Male","Yes","Married",97,0,3,18,"Technology Related Job",494,402,22,"No","No",0.64,3268,653,"0"
12,89398,0.01,0.03,"Yes","High School or below","Female","Yes","Married",113,0,0,12,"Technology Related Job",169,305,222,"No","No",0.28,656,218,"0"
33,214465,0.06,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",35,0,1,67,"Technology Related Job",442,435,19,"No","No",0.13,1301,1301,"1"
20,184061,0.04,0.02,"Yes","High School or below","Male","Yes","Married",99,1,1,92,"Others",496,360,197,"No","No",0.22,475,475,"1"
30,227276,0.05,0.01,"Yes","High School or below","Female","Yes","Single",20,0,3,28,"Others",149,470,58,"No","No",0.69,6345,634,"0"
21,215997,0.06,0.03,"Yes","High School or below","Female","Yes","Married",90,2,2,46,"Others",16,260,231,"No","No",0.23,7896,987,"0"
31,18426,0.07,0,"Yes","High School or below","Female","No","Married",105,3,0,27,"Others",304,427,60,"No","No",0.11,2267,453,"1"
77,212393,0.07,0.03,"Yes","High School or below","Female","Yes","Single",33,0,3,87,"Technology Related Job",239,5,180,"No","No",0.11,2001,400,"0"
26,112354,0.06,0.03,"Yes","Bachelor or equivalent","Male","No","Single",104,1,4,52,"Non-technology Related Job",163,343,81,"No","No",0.83,3521,880,"1"
12,92785,0.06,0.01,"Yes","Master or equivalent","Female","Yes","Married",114,1,1,35,"Non-technology Related Job",77,29,178,"No","No",0.7,5539,692,"0"
46,241683,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",22,1,5,38,"Non-technology Related Job",66,375,113,"No","No",0,4619,923,"0"
79,66376,0,0,"Yes","High School or below","Male","No","Married",14,3,0,97,"Technology Related Job",12,105,221,"No","No",0.77,5840,834,"1"
35,13296,0.01,0.02,"Yes","Master or equivalent","Female","Yes","Married",72,1,6,10,"Technology Related Job",119,346,108,"No","No",0.77,5021,836,"1"
67,37610,0,0,"Yes","High School or below","Female","Yes","Single",88,2,0,30,"Technology Related Job",32,399,48,"No","No",0.46,2682,536,"0"
55,32369,0.06,0,"Yes","Master or equivalent","Male","Yes","Married",21,3,0,63,"Non-technology Related Job",289,275,98,"No","No",0.72,1926,963,"0"
16,210293,0.03,0.02,"Yes","High School or below","Male","Yes","Single",56,1,7,5,"Technology Related Job",341,80,15,"No","No",0.79,4920,702,"1"
24,18086,0.06,0,"Yes","Bachelor or equivalent","Female","Yes","Married",110,1,2,11,"Technology Related Job",383,244,170,"No","Yes",0.86,1852,617,"1"
49,58812,0,0.01,"Yes","Master or equivalent","Female","No","Married",108,0,3,69,"Non-technology Related Job",297,249,31,"No","No",0.03,687,687,"0"
25,64633,0.05,0.03,"Yes","High School or below","Female","Yes","Single",68,0,1,25,"Others",277,27,144,"No","No",0.94,2039,509,"0"
47,117295,0,0.01,"Yes","Master or equivalent","Male","Yes","Single",56,3,5,36,"Technology Related Job",175,388,16,"No","No",0.76,3267,653,"0"
54,171684,0.06,0.02,"Yes","High School or below","Male","Yes","Married",72,1,0,24,"Others",68,165,17,"No","Yes",0.17,1945,486,"0"
