model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,failed_main_inspection,condition
 C Class,2019,29592,Automatic,5860,Petrol,145,43.5,2.0,Mercedes,0.0,5
 C Class,2018,27980,Semi-Auto,9738,Diesel,145,57.7,2.0,Mercedes,0.0,2
 Q5,2014,15998,Semi-Auto,35338,Diesel,200,47.1,2.0,Audi,1.0,4
 Q2,2018,17495,Manual,19050,Petrol,145,55.4,1.0,Audi,0.0,1
 Polo,2016,9700,Manual,6173,Diesel,0,83.1,1.4,VW,0.0,1
 A Class,2017,15680,Manual,9791,Diesel,145,65.7,2.1,Mercedes,0.0,1
 Q5,2020,36995,Semi-Auto,1600,Petrol,145,32.1,2.0,Audi,0.0,1
 A3,2019,33990,Semi-Auto,209,Petrol,150,33.2,2.0,Audi,0.0,3
 C Class,2019,30249,Semi-Auto,3911,Petrol,145,44.1,2.0,Mercedes,0.0,1
 Q5,2016,21772,Semi-Auto,27010,Diesel,200,47.1,2.0,Audi,0.0,1
 C Class,2017,17400,Automatic,19722,Diesel,30,61.4,2.1,Mercedes,0.0,2
 Polo,2014,6765,Manual,73225,Petrol,20,60.1,1.0,VW,1.0,4
 Golf,2016,11981,Manual,30316,Diesel,0,74.3,1.6,VW,0.0,1
 Q3,2016,17998,Manual,7584,Petrol,125,51.4,1.4,Audi,0.0,1
 A Class,2016,13480,Manual,46520,Diesel,30,62.8,2.1,Mercedes,0.0,2
 A3,2019,26664,Automatic,3840,Diesel,145,52.3,1.6,Audi,0.0,1
 CLS Class,2018,34480,Semi-Auto,13145,Diesel,145,48.7,2.9,Mercedes,0.0,3
 Q2,2018,19990,Manual,13131,Petrol,145,50.4,1.4,Audi,0.0,1
 Golf SV,2017,13290,Manual,17208,Diesel,150,65.7,2.0,VW,0.0,1
 A4,2017,16000,Manual,24186,Diesel,145,72.4,2.0,Audi,0.0,1
 A3,2017,13995,Manual,29120,Petrol,20,61.4,1.4,Audi,0.0,2
 A1,2018,14750,Manual,16436,Petrol,145,55.4,1.4,Audi,0.0,2
 A5,2010,5750,Automatic,72000,Petrol,235,39.8,2.0,Audi,0.0,1
 Q2,2019,26132,Semi-Auto,4570,Diesel,145,44.8,1.6,Audi,0.0,2
 Golf,2017,20495,Semi-Auto,18550,Hybrid,135,166.2,1.4,VW,0.0,4
 TT,2019,27500,Manual,4960,Petrol,145,38.2,2.0,Audi,0.0,1
 A Class,2019,19649,Manual,11256,Petrol,145,28.5,1.3,Mercedes,0.0,5
 A5,2011,8395,Manual,68000,Diesel,200,48.7,2.0,Audi,0.0,1
 A Class,2019,23480,Automatic,4160,Diesel,145,62.8,1.5,Mercedes,0.0,5
 Q3,2015,16990,Semi-Auto,34315,Diesel,160,51.4,2.0,Audi,0.0,3
 Golf,2017,16490,Semi-Auto,27930,Petrol,20,60.1,1.4,VW,1.0,4
 A6,2019,35000,Semi-Auto,2400,Diesel,145,50.4,2.0,Audi,0.0,4
 A4,2020,26000,Manual,800,Petrol,145,39.2,2.0,Audi,0.0,3
 A4,2017,20000,Semi-Auto,15004,Diesel,145,70.6,2.0,Audi,0.0,1
 C Class,2017,19000,Automatic,19838,Diesel,20,68.9,2.1,Mercedes,0.0,1
 Polo,2014,7298,Manual,27123,Petrol,20,58.9,1.0,VW,0.0,2
 Tiguan,2017,18790,Manual,26604,Petrol,145,48.7,1.4,VW,0.0,5
 A Class,2018,18298,Manual,20000,Diesel,145,68.9,1.5,Mercedes,0.0,1
 A1,2011,6995,Manual,52000,Petrol,125,53.3,1.4,Audi,0.0,1
 A Class,2019,99950,Automatic,1610,Petrol,145,22.6,4.0,Mercedes,0.0,3
 E Class,2015,16500,Automatic,30728,Diesel,125,56.5,2.1,Mercedes,0.0,4
 Q2,2017,19900,Manual,13404,Petrol,145,52.3,1.4,Audi,0.0,2
 A6,2016,22999,Automatic,46172,Diesel,235,43.5,3.0,Audi,0.0,2
 A Class,2019,23990,Automatic,2300,Petrol,145,53.3,1.3,Mercedes,0.0,2
 A1,2017,13995,Manual,20441,Petrol,30,56.5,1.4,Audi,0.0,1
 A1,2015,13250,Automatic,32000,Petrol,30,58.9,1.4,Audi,0.0,4
 1 Series,2013,9950,Automatic,49600,Diesel,30,64.2,2.0,BMW,0.0,2
 Golf,2016,11790,Manual,28594,Petrol,30,53.3,1.4,VW,0.0,3
 Golf,2016,18640,Manual,9505,Petrol,145,47.1,2.0,VW,0.0,4
 Up,2017,6376,Manual,37656,Petrol,20,64.2,1.0,VW,0.0,1
 A Class,2020,25991,Semi-Auto,4637,Diesel,145,62.8,1.5,Mercedes,0.0,1
 GLA Class,2019,25990,Automatic,1700,Petrol,145,35.8,1.6,Mercedes,0.0,4
 Polo,2017,10995,Manual,17555,Petrol,20,60.1,1.2,VW,0.0,1
 Golf,2017,13995,Manual,14388,Petrol,150,58.9,1.0,VW,0.0,1
 A3,2017,14451,Manual,23912,Petrol,20,61.4,1.4,Audi,0.0,2
 A3,2019,23985,Automatic,8,Petrol,145,44.8,1.5,Audi,0.0,4
 A Class,2018,31299,Automatic,3516,Petrol,145,40.9,2.0,Mercedes,0.0,2
 Golf SV,2017,12950,Manual,26923,Petrol,30,55.4,1.4,VW,1.0,4
 A4,2019,23500,Manual,562,Petrol,145,39.2,2.0,Audi,0.0,4
 A4,2017,15950,Manual,14640,Diesel,145,74.3,2.0,Audi,0.0,5
 Golf,2016,9750,Manual,56282,Diesel,0,74.3,1.6,VW,0.0,1
 Q5,2020,36500,Semi-Auto,4000,Diesel,145,38.2,2.0,Audi,0.0,1
 C Class,2018,17750,Automatic,22050,Diesel,145,64.2,2.1,Mercedes,0.0,3
 CL Class,2019,26799,Semi-Auto,4996,Petrol,145,38.2,2.0,Mercedes,1.0,5
 Golf,2015,12090,Manual,94134,Diesel,20,67.3,2.0,VW,1.0,5
 Q5,2019,45990,Automatic,455,Diesel,145,36.2,2.0,Audi,0.0,2
 A Class,2015,15980,Semi-Auto,2869,Diesel,20,74.3,1.5,Mercedes,0.0,3
 Q7,2019,49490,Automatic,9912,Diesel,145,33.2,3.0,Audi,0.0,3
 Q3,2020,32950,Automatic,798,Diesel,150,47.1,2.0,Audi,0.0,1
 Polo,2017,11484,Manual,13231,Petrol,145,61.7,1.2,VW,1.0,4
 Polo,2016,11495,Semi-Auto,3506,Petrol,20,60.1,1.2,VW,0.0,3
 Up,2017,7995,Manual,27683,Petrol,145,64.2,1.0,VW,0.0,5
 C Class,2019,25149,Semi-Auto,10525,Petrol,145,45.6,1.5,Mercedes,0.0,3
 GLE Class,2019,48490,Automatic,1186,Diesel,145,36.7,2.0,Mercedes,0.0,1
 GLC Class,2019,41399,Semi-Auto,2546,Diesel,145,40.4,2.0,Mercedes,0.0,1
 C Class,2019,25995,Semi-Auto,8068,Diesel,145,56.5,2.0,Mercedes,0.0,1
 A4,2016,18950,Automatic,12108,Diesel,20,67.3,2.0,Audi,0.0,1
 GLC Class,2019,32056,Automatic,11077,Diesel,145,42.2,2.1,Mercedes,0.0,1
 Tiguan,2017,17181,Manual,18400,Diesel,150,58.9,2.0,VW,0.0,2
 C Class,2019,32998,Semi-Auto,3600,Petrol,145,42.2,2.0,Mercedes,0.0,1
 E Class,2019,38990,Automatic,400,Diesel,145,48.7,3.0,Mercedes,0.0,3
 Q3,2017,19499,Automatic,23288,Diesel,160,50.4,2.0,Audi,0.0,5
 A Class,2018,20599,Semi-Auto,5028,Petrol,145,53.3,1.3,Mercedes,0.0,1
 A3,2017,12560,Manual,18760,Diesel,0,74.3,1.6,Audi,0.0,2
 Polo,2017,10995,Manual,16994,Petrol,145,60.1,1.2,VW,0.0,5
 Q5,2019,32250,Automatic,10946,Diesel,145,38.2,2.0,Audi,0.0,4
 A Class,2016,13900,Manual,52304,Diesel,30,62.8,2.1,Mercedes,1.0,3
 C Class,2017,21998,Automatic,15393,Diesel,145,67.3,2.1,Mercedes,0.0,2
 E Class,2019,24950,Automatic,5119,Diesel,145,67.3,2.0,Mercedes,0.0,5
 Polo,2015,8491,Manual,39831,Petrol,20,60.1,1.2,VW,1.0,2
 Polo,2017,12998,Manual,14696,Petrol,20,61.4,1.4,VW,0.0,5
 Q2,2019,22995,Semi-Auto,2439,Petrol,150,43.5,1.5,Audi,0.0,1
 C Class,2020,30480,Semi-Auto,1591,Diesel,145,64.2,2.0,Mercedes,0.0,4
 A3,2019,24450,Manual,5241,Petrol,150,44.1,1.5,Audi,0.0,1
 Golf,2016,15998,Manual,22212,Diesel,20,67.3,2.0,VW,0.0,2
 Tiguan,2016,19490,Semi-Auto,27561,Diesel,160,49.6,2.0,VW,0.0,3
 GLA Class,2019,17800,Manual,17492,Petrol,145,40.9,1.6,Mercedes,0.0,2
 Tiguan,2017,25995,Automatic,7604,Other,235,38.2,2.0,VW,0.0,3
 Touran,2017,18490,Automatic,34279,Petrol,145,51.4,1.4,VW,0.0,1
 Polo,2017,10990,Manual,18462,Petrol,150,60.1,1.2,VW,0.0,1
 A Class,2018,15800,Automatic,17684,Diesel,150,70.6,2.1,Mercedes,0.0,3
 A1,2016,9790,Manual,26548,Petrol,0,67.3,1.0,Audi,0.0,2
 CL Class,2019,39101,Automatic,6748,Petrol,145,32.8,2.0,Mercedes,0.0,1
 A1,2019,17690,Manual,6716,Petrol,150,50.4,1.0,Audi,0.0,3
 Q5,2020,38444,Automatic,1200,Petrol,145,32.1,0.0,Audi,0.0,4
 Q3,2019,28000,Manual,3200,Diesel,145,42.8,2.0,Audi,0.0,5
 A Class,2018,20944,Automatic,17900,Petrol,145,52.3,1.6,Mercedes,1.0,3
 A3,2017,14995,Manual,11590,Petrol,150,60.1,1.4,Audi,0.0,1
 Polo,2016,9552,Manual,21460,Petrol,20,60.1,1.0,VW,1.0,4
 A Class,2018,17549,Semi-Auto,13056,Diesel,145,68.9,2.1,Mercedes,0.0,1
 Q3,2019,29250,Manual,1376,Petrol,145,39.8,1.5,Audi,0.0,4
 Q5,2016,20000,Semi-Auto,31854,Diesel,200,47.1,2.0,Audi,0.0,1
 Polo,2017,9490,Manual,13297,Petrol,20,60.1,1.0,VW,0.0,2
 E Class,2017,21599,Semi-Auto,22587,Diesel,145,65.7,2.0,Mercedes,0.0,3
 CL Class,2016,14990,Manual,42400,Petrol,125,51.4,1.6,Mercedes,0.0,3
 Golf,2016,12000,Manual,17102,Petrol,30,53.3,1.4,VW,0.0,2
 C Class,2019,20299,Semi-Auto,11416,Petrol,145,46.3,1.5,Mercedes,0.0,5
 E Class,2017,20990,Automatic,20000,Diesel,145,65.7,2.0,Mercedes,0.0,1
 E Class,2015,16499,Semi-Auto,32068,Diesel,160,51.4,2.1,Mercedes,0.0,1
 C Class,2017,19490,Semi-Auto,25060,Diesel,125,60.1,2.1,Mercedes,0.0,1
 CL Class,2017,19990,Semi-Auto,16793,Diesel,125,58.9,2.1,Mercedes,0.0,1
 1 Series,2013,10599,Automatic,16848,Petrol,145,48.7,1.6,BMW,0.0,4
 A Class,2016,14646,Manual,11445,Diesel,20,68.9,1.5,Mercedes,0.0,2
 Golf,2017,13981,Manual,26935,Diesel,150,68.9,2.0,VW,0.0,1
 Golf,2017,13290,Manual,23653,Diesel,145,61.4,1.6,VW,1.0,3
 Polo,2016,9401,Manual,35146,Petrol,20,60.1,1.2,VW,0.0,3
 Golf,2013,6777,Manual,48000,Diesel,30,64.2,1.6,VW,0.0,4
 A Class,2020,29480,Automatic,1626,Petrol,145,28.5,1.3,Mercedes,0.0,5
 Tiguan,2017,21990,Automatic,22824,Diesel,150,49.6,2.0,VW,0.0,1
 E Class,2015,18495,Automatic,23952,Diesel,160,50.4,3.0,Mercedes,0.0,1
 A3,2016,18192,Semi-Auto,16996,Petrol,30,56.5,1.4,Audi,0.0,4
 Golf,2015,17698,Manual,26961,Petrol,200,39.8,2.0,VW,0.0,3
 A5,2019,28880,Semi-Auto,80,Petrol,145,39.8,2.0,Audi,0.0,1
 Tiguan,2017,17499,Manual,18400,Petrol,145,48.7,1.4,VW,0.0,3
 A3,2015,9298,Manual,61298,Diesel,0,83.1,1.6,Audi,0.0,1
 A3,2019,19995,Manual,10228,Petrol,145,42.8,1.5,Audi,0.0,1
 Q2,2018,19699,Manual,13571,Petrol,145,50.4,1.4,Audi,1.0,4
 5 Series,2013,10780,Semi-Auto,67873,Diesel,145,55.4,2.0,BMW,0.0,1
 SL CLASS,2017,19989,Semi-Auto,7764,Diesel,145,70.6,2.1,Mercedes,0.0,1
 Polo,2017,10995,Manual,22718,Petrol,145,65.7,1.0,VW,0.0,1
 Golf,2016,11298,Manual,32511,Diesel,20,68.9,2.0,VW,0.0,2
 Q2,2017,21490,Semi-Auto,12920,Petrol,145,52.3,1.4,Audi,0.0,2
 GLE Class,2019,48980,Semi-Auto,3244,Diesel,145,36.7,2.0,Mercedes,0.0,2
 A3,2015,13995,Manual,34381,Diesel,20,67.3,2.0,Audi,0.0,1
 B Class,2019,23980,Semi-Auto,1723,Diesel,145,55.4,2.0,Mercedes,0.0,1
 A5,2019,27850,Manual,1980,Petrol,145,37.7,2.0,Audi,0.0,4
 Golf,2015,10480,Manual,26142,Petrol,30,53.3,1.4,VW,0.0,1
 GLA Class,2019,22490,Semi-Auto,13111,Diesel,145,67.3,2.1,Mercedes,0.0,2
 Q3,2018,21950,Semi-Auto,23600,Petrol,150,47.9,1.4,Audi,0.0,3
 A6,2017,20450,Semi-Auto,42835,Diesel,145,58.9,2.0,Audi,0.0,1
 A3,2017,17970,Manual,20741,Petrol,150,54.3,1.5,Audi,1.0,3
 E Class,2017,18500,Automatic,39160,Diesel,145,67.3,2.0,Mercedes,0.0,4
 A5,2019,28450,Automatic,4903,Diesel,145,48.7,2.0,Audi,0.0,1
 A Class,2015,14270,Semi-Auto,41091,Diesel,20,68.9,2.1,Mercedes,0.0,4
 Touran,2016,12740,Manual,43200,Diesel,30,64.2,1.6,VW,0.0,2
 Polo,2016,9999,Manual,21913,Petrol,20,60.1,1.2,VW,0.0,3
 A4,2019,37560,Semi-Auto,4160,Diesel,145,44.1,2.0,Audi,0.0,3
 Golf,2016,17500,Automatic,26444,Petrol,160,44.1,2.0,VW,0.0,3
 A3,2017,15000,Manual,10462,Diesel,145,67.3,2.0,Audi,0.0,2
 Q3,2014,12498,Semi-Auto,44544,Diesel,200,47.9,2.0,Audi,0.0,1
 GLC Class,2019,32950,Automatic,2800,Diesel,150,42.2,2.1,Mercedes,0.0,1
 Polo,2017,9990,Manual,6746,Petrol,20,58.9,1.0,VW,0.0,3
 B Class,2019,22499,Semi-Auto,8382,Petrol,145,45.6,1.3,Mercedes,0.0,2
 C Class,2019,25249,Semi-Auto,1383,Petrol,145,45.6,1.5,Mercedes,0.0,3
 Polo,2017,11990,Manual,11625,Petrol,145,60.1,1.2,VW,0.0,1
 Golf,2016,16916,Automatic,24776,Diesel,30,62.8,2.0,VW,0.0,3
 A6,2017,15300,Manual,9908,Diesel,145,65.7,2.0,Audi,0.0,2
 CLS Class,2019,44999,Semi-Auto,5172,Diesel,145,47.9,2.9,Mercedes,0.0,4
 A3,2019,21490,Semi-Auto,11272,Petrol,145,42.2,1.5,Audi,0.0,4
 A3,2017,19995,Semi-Auto,9771,Petrol,145,57.7,1.5,Audi,0.0,1
 Q7,2018,52990,Automatic,12709,Diesel,145,39.2,4.0,Audi,0.0,4
 Golf,2015,17990,Manual,16787,Petrol,145,47.1,2.0,VW,0.0,2
 B Class,2017,14199,Manual,7440,Diesel,145,68.9,1.5,Mercedes,0.0,4
 Q5,2019,31490,Automatic,2626,Diesel,145,39.2,2.0,Audi,0.0,1
 A Class,2017,13391,Manual,30537,Diesel,145,72.4,1.5,Mercedes,0.0,1
 A5,2015,15990,Semi-Auto,30272,Diesel,150,53.3,2.0,Audi,0.0,2
 Golf,2014,9990,Manual,66968,Diesel,20,68.9,2.0,VW,0.0,5
 Polo,2016,10799,Manual,20416,Petrol,0,65.7,1.0,VW,0.0,1
 Polo,2016,8950,Manual,14567,Petrol,20,60.1,1.0,VW,0.0,4
 A3,2019,30000,Automatic,231,Petrol,150,34.9,2.0,Audi,0.0,4
 A Class,2017,17600,Manual,8800,Petrol,145,51.4,1.6,Mercedes,0.0,2
 E Class,2016,16306,Automatic,20737,Diesel,125,58.9,2.1,Mercedes,0.0,5
 A1,2015,10995,Manual,11083,Petrol,30,55.4,1.4,Audi,0.0,1
 C Class,2016,20105,Automatic,11972,Diesel,30,64.2,2.1,Mercedes,0.0,1
 Polo,2016,8600,Manual,33600,Petrol,20,60.1,1.0,VW,1.0,2
 C Class,2018,22770,Semi-Auto,16960,Diesel,145,67.3,2.1,Mercedes,0.0,1
 Q5,2014,17995,Manual,37258,Petrol,240,37.7,2.0,Audi,0.0,3
 C Class,2016,14981,Semi-Auto,28000,Diesel,30,65.7,1.6,Mercedes,0.0,2
 Golf,2016,15495,Manual,67816,Diesel,20,67.3,2.0,VW,1.0,3
 Polo,2017,12495,Semi-Auto,18497,Petrol,145,60.1,1.2,VW,0.0,1
 C Class,2019,34249,Semi-Auto,800,Diesel,145,61.4,2.0,Mercedes,0.0,1
 Q5,2019,30950,Automatic,4659,Diesel,145,39.2,2.0,Audi,0.0,1
 Golf,2017,19489,Manual,27496,Petrol,145,44.1,2.0,VW,0.0,1
 Polo,2014,7120,Manual,45903,Petrol,20,60.1,1.0,VW,1.0,4
 Scirocco,2017,15495,Manual,15843,Petrol,145,47.1,2.0,VW,0.0,1
 Tiguan,2014,11998,Semi-Auto,24092,Diesel,200,47.7,2.0,VW,0.0,3
 GLC Class,2019,39790,Semi-Auto,4174,Diesel,145,40.9,2.0,Mercedes,0.0,3
 Golf,2016,16989,Semi-Auto,25448,Diesel,125,58.9,2.0,VW,0.0,1
 Q3,2019,25000,Manual,1600,Petrol,145,40.9,1.5,Audi,0.0,2
 A3,2017,16436,Semi-Auto,38860,Petrol,145,49.6,2.0,Audi,0.0,3
 Q2,2016,19490,Semi-Auto,21524,Petrol,125,52.3,1.4,Audi,0.0,1
 GLE Class,2017,52999,Semi-Auto,18400,Petrol,145,23.9,5.5,Mercedes,0.0,3
 Q3,2016,15900,Manual,25608,Petrol,145,49.6,1.4,Audi,0.0,3
 V Class,2019,49989,Semi-Auto,1288,Diesel,145,36.7,2.0,Mercedes,0.0,1
 A Class,2017,12000,Manual,143346,Diesel,145,62.8,2.1,Mercedes,1.0,2
 A5,2019,33990,Semi-Auto,5600,Petrol,145,39.2,2.0,Audi,0.0,1
 A3,2014,9895,Manual,75528,Petrol,30,58.9,1.4,Audi,0.0,1
 GLA Class,2017,20560,Manual,15819,Petrol,145,47.1,1.6,Mercedes,1.0,4
 Q3,2017,17495,Manual,27693,Diesel,30,60.1,2.0,Audi,0.0,1
 Golf,2016,14000,Automatic,46019,Diesel,30,62.8,2.0,VW,0.0,1
 Golf,2017,20980,Automatic,6050,Petrol,160,44.1,2.0,VW,0.0,1
 3 Series,2013,7495,Manual,66400,Diesel,30,62.8,2.0,BMW,0.0,3
 SL CLASS,2016,16995,Automatic,11201,Diesel,30,70.6,2.1,Mercedes,0.0,3
 Q3,2018,21755,Manual,8343,Petrol,145,49.6,1.4,Audi,0.0,1
 Golf,2015,9190,Manual,27538,Diesel,0,68.9,1.6,VW,0.0,1
 Golf,2017,12900,Manual,26478,Petrol,145,54.3,1.4,VW,0.0,5
 GLC Class,2019,35995,Semi-Auto,5705,Diesel,145,40.9,2.0,Mercedes,0.0,1
 SL CLASS,2019,31999,Semi-Auto,153,Petrol,145,47.1,2.0,Mercedes,0.0,3
 C Class,2019,27199,Semi-Auto,744,Petrol,145,45.6,1.5,Mercedes,0.0,3
 C Class,2019,31980,Semi-Auto,4106,Petrol,145,46.3,1.5,Mercedes,0.0,1
 A6,2016,18450,Semi-Auto,23214,Diesel,30,64.2,2.0,Audi,0.0,2
 Polo,2016,8799,Manual,22025,Petrol,20,60.1,1.2,VW,0.0,3
 C Class,2018,28049,Semi-Auto,7981,Diesel,145,54.3,2.0,Mercedes,0.0,2
 C Class,2018,21990,Semi-Auto,1496,Petrol,145,44.1,1.5,Mercedes,0.0,1
 B Class,2019,18000,Manual,3543,Petrol,145,49.6,1.6,Mercedes,0.0,1
 A Class,2017,15599,Manual,10421,Petrol,145,51.4,1.6,Mercedes,0.0,5
 A Class,2018,15700,Manual,15583,Petrol,145,49.6,1.6,Mercedes,0.0,5
 TT,2015,19950,Semi-Auto,43191,Petrol,200,42.8,2.0,Audi,1.0,3
 A3,2015,13775,Semi-Auto,27989,Petrol,20,60.1,1.4,Audi,0.0,3
 A Class,2017,15001,Manual,21831,Diesel,145,68.9,2.1,Mercedes,0.0,1
 TT,2017,16995,Manual,26484,Petrol,145,47.1,1.8,Audi,0.0,3
 A Class,2019,21498,Semi-Auto,5059,Diesel,145,65.7,1.5,Mercedes,0.0,1
 C Class,2019,19999,Semi-Auto,10872,Petrol,145,46.3,1.5,Mercedes,0.0,1
 GLC Class,2015,22965,Automatic,26012,Diesel,125,56.5,2.1,Mercedes,1.0,4
 Golf,2017,16798,Manual,25800,Diesel,20,67.3,2.0,VW,0.0,1
 C Class,2019,24510,Automatic,9094,Diesel,145,58.9,1.6,Mercedes,0.0,2
 Golf,2014,8300,Manual,21677,Petrol,30,55.4,1.2,VW,0.0,1
 C Class,2014,10995,Automatic,54400,Diesel,30,62.8,1.8,Mercedes,0.0,3
 Golf,2016,12989,Manual,14964,Petrol,30,53.3,1.4,VW,0.0,4
 Q3,2015,17990,Manual,37280,Diesel,165,49.6,2.0,Audi,0.0,1
 Q3,2017,19998,Semi-Auto,24155,Diesel,145,55.4,2.0,Audi,0.0,1
 Q3,2018,24477,Semi-Auto,21110,Petrol,150,40.4,2.0,Audi,0.0,2
 A4,2020,47950,Automatic,4981,Diesel,145,39.2,3.0,Audi,1.0,4
 A3,2016,13000,Automatic,13558,Diesel,20,70.6,1.6,Audi,0.0,1
 Tiguan,2017,16950,Manual,23956,Diesel,125,58.9,2.0,VW,0.0,1
 Polo,2017,13000,Semi-Auto,8880,Petrol,20,60.1,1.2,VW,0.0,5
 GLA Class,2018,25480,Semi-Auto,10156,Diesel,145,56.5,2.1,Mercedes,0.0,3
 A4,2017,17850,Manual,22904,Diesel,20,68.9,2.0,Audi,0.0,3
 C Class,2020,30500,Semi-Auto,80,Diesel,145,64.2,2.0,Mercedes,0.0,1
 A3,2016,9491,Manual,39109,Diesel,20,70.6,1.6,Audi,0.0,5
 A1,2017,12698,Manual,8813,Petrol,150,67.3,1.0,Audi,0.0,3
 Q2,2018,24500,Automatic,14032,Petrol,145,44.8,2.0,Audi,0.0,3
 A Class,2020,24490,Semi-Auto,4448,Diesel,145,62.8,1.5,Mercedes,0.0,5
 E Class,2018,33688,Semi-Auto,1200,Diesel,145,42.8,3.0,Mercedes,0.0,1
 Q3,2019,24990,Manual,5600,Petrol,145,40.9,1.5,Audi,0.0,4
 E Class,2016,20998,Semi-Auto,23580,Diesel,145,54.3,3.0,Mercedes,1.0,4
 A1,2016,11299,Manual,18645,Petrol,0,67.3,1.0,Audi,0.0,1
 A5,2019,33950,Semi-Auto,3243,Diesel,145,44.8,2.0,Audi,0.0,2
 A5,2016,15995,Manual,34400,Diesel,150,53.3,2.0,Audi,0.0,5
 5 Series,2012,8499,Manual,61760,Diesel,30,62.8,2.0,BMW,0.0,1
 Q7,2018,42950,Automatic,18400,Diesel,145,32.8,3.0,Audi,0.0,4
 A4,2019,27990,Automatic,4800,Petrol,145,40.9,2.0,Audi,0.0,1
 E Class,2016,16480,Semi-Auto,17152,Diesel,125,61.4,2.1,Mercedes,0.0,5
 Golf,2016,14200,Manual,46888,Petrol,145,47.1,2.0,VW,0.0,2
 C Class,2018,33980,Semi-Auto,11186,Petrol,145,35.3,3.0,Mercedes,0.0,3
 E Class,2018,23995,Semi-Auto,7556,Diesel,145,72.4,2.0,Mercedes,0.0,1
 A6,2019,44990,Semi-Auto,2160,Diesel,145,36.2,3.0,Audi,0.0,4
 Q5,2020,36990,Semi-Auto,4800,Diesel,145,38.2,2.0,Audi,0.0,3
 C Class,2014,28990,Semi-Auto,15649,Petrol,570,23.5,6.2,Mercedes,0.0,1
 CL Class,2017,17892,Manual,8314,Petrol,150,51.4,1.6,Mercedes,0.0,1
 GLE Class,2019,46236,Automatic,7638,Petrol,145,30.1,3.0,Mercedes,0.0,3
 A3,2016,12790,Manual,30672,Petrol,125,52.3,1.4,Audi,0.0,1
 CL Class,2016,28490,Semi-Auto,20000,Petrol,200,40.9,2.0,Mercedes,0.0,4
 GLA Class,2016,15504,Semi-Auto,52000,Diesel,125,56.5,2.1,Mercedes,0.0,4
 3 Series,2013,14671,Semi-Auto,22083,Petrol,200,43.5,2.0,BMW,0.0,3
 Q3,2019,26000,Manual,2400,Diesel,145,42.8,2.0,Audi,0.0,4
 C Class,2018,23799,Automatic,4724,Petrol,145,49.6,2.0,Mercedes,0.0,4
 C Class,2018,27622,Semi-Auto,7187,Petrol,145,44.1,1.5,Mercedes,0.0,2
 Polo,2011,8650,Automatic,35144,Petrol,145,47.9,1.4,VW,0.0,2
 SL CLASS,2019,30249,Semi-Auto,10554,Petrol,145,47.1,2.0,Mercedes,1.0,5
 Polo,2017,10498,Manual,7103,Petrol,20,58.9,1.0,VW,0.0,1
 A Class,2017,15648,Manual,18425,Diesel,145,62.8,2.1,Mercedes,0.0,1
 GLA Class,2015,13995,Semi-Auto,87864,Diesel,20,62.8,2.1,Mercedes,1.0,3
 GLC Class,2017,24399,Semi-Auto,21475,Diesel,125,56.5,2.1,Mercedes,0.0,4
 E Class,2019,25489,Automatic,6224,Diesel,145,72.4,2.0,Mercedes,0.0,1
 V Class,2019,22890,Manual,5005,Diesel,145,46.3,2.1,Mercedes,0.0,1
 Q5,2016,18999,Automatic,52320,Diesel,200,47.1,2.0,Audi,0.0,5
 GLC Class,2017,27700,Automatic,13525,Diesel,150,56.5,2.1,Mercedes,0.0,2
 Polo,2017,9995,Manual,33906,Petrol,20,60.1,1.2,VW,0.0,1
 A Class,2014,12750,Automatic,30160,Petrol,125,52.3,1.6,Mercedes,0.0,1
 E Class,2016,18850,Semi-Auto,19242,Diesel,125,56.5,2.1,Mercedes,0.0,3
 A1,2013,10328,Automatic,39918,Petrol,125,53.3,1.4,Audi,0.0,1
 SL CLASS,2017,18775,Automatic,15617,Diesel,30,70.6,2.1,Mercedes,0.0,2
 A3,2013,8899,Manual,49672,Diesel,20,67.3,2.0,Audi,0.0,1
 3 Series,2013,11280,Semi-Auto,23596,Petrol,200,43.5,2.0,BMW,0.0,1
 Q3,2019,29990,Manual,4800,Petrol,145,40.9,1.5,Audi,0.0,5
 A6,2017,19190,Semi-Auto,34400,Diesel,30,61.4,2.0,Audi,0.0,1
 C Class,2018,22949,Automatic,8461,Petrol,145,46.3,1.5,Mercedes,0.0,1
 A4,2015,13290,Manual,22159,Diesel,20,67.3,2.0,Audi,0.0,4
 Q3,2019,28691,Semi-Auto,4357,Diesel,145,47.1,2.0,Audi,0.0,2
 Tiguan,2015,15490,Manual,20487,Diesel,145,53.3,2.0,VW,0.0,2
 C Class,2015,14370,Automatic,39574,Diesel,20,64.2,2.1,Mercedes,0.0,4
 GLA Class,2018,25500,Semi-Auto,9310,Diesel,145,56.5,2.1,Mercedes,0.0,1
 CL Class,2017,17799,Semi-Auto,33428,Diesel,20,67.3,2.1,Mercedes,0.0,3
 5 Series,2013,10800,Automatic,58400,Diesel,125,57.6,2.0,BMW,0.0,1
 Q5,2014,15490,Semi-Auto,55838,Diesel,200,47.1,2.0,Audi,0.0,4
 Polo,2016,11998,Manual,43750,Petrol,150,47.0,1.8,VW,1.0,3
 Q3,2017,19691,Semi-Auto,29481,Diesel,160,50.4,2.0,Audi,0.0,1
 A4,2017,14898,Manual,19377,Petrol,145,53.3,1.4,Audi,0.0,5
